movie,contents,score
시네마 천국,알프레도 아저씨 너무 좋다,10
시네마 천국,명작은 명작이네....마지막에 키스편집필름 볼때 소름돋았다...,9
시네마 천국,내생의 최고의 영화,10
시네마 천국,최고의 영화~토토~옐레나~,10
시네마 천국,진짜 내가 이 세상에 살아있음을 느낀다,10
시네마 천국,따뜻했다..,10
시네마 천국,가장 사랑하는 영화,10
시네마 천국,100년이 안에 이런 영화가 또 나올까... 10점 만점~!!,10
시네마 천국,이작품을 안보고 영화를 논하지말라,10
시네마 천국,최고의명작,10
시네마 천국,영화속 영화 그리고 정성의 중요성을 알려준 녕화임,10
시네마 천국,음악 하나로 설명할 수 있는 영화. (뒤에 이야기 추가되지 않은 거로 보길),10
시네마 천국,진정 최고의 영화,10
시네마 천국,머리 아픔,6
시네마 천국,그 어떤 영화와도 비교하고 싶지 않은 감동을 준다.,10
시네마 천국,아름다운 영화네요.. 정말 명작인듯~~,10
시네마 천국,지금껏 봐온 영화들중에 가장 감명깊게 본 영화,10
시네마 천국,쵝오~,10
시네마 천국,가슴이 먹먹해져 아직도요,10
시네마 천국,우리 인생의 모든것이 담겨있네요 하.. 뭐라 말할 수 없는 벅찬감동입니다.,10
시네마 천국,희노애락이라는 모든 인간의 감성을 느끼게 해주는 영화,10
시네마 천국,두 말없이 최고,10
시네마 천국,이런영화가 정말 최고의 영화지,10
시네마 천국,1위,10
시네마 천국,이거 맨날 금요일 11시에 해서 재밋게봣는데,9
시네마 천국,정말 명작이네요...,10
시네마 천국,내 아들이 크면 꼭 보여주리라.,10
시네마 천국,엔니오 모리코네의 음악과 함께 잊을 수 없는 감동과 여운이...,10
시네마 천국,깊게 빠져들었다,10
시네마 천국,편안한? 아름다움 잔잔한? 감흥의 물결 사운드가 너무 좋았다,10
시네마 천국,내가 본 최고의 명작임,10
시네마 천국,이런영화 또 나올려나.,10
시네마 천국,굿.,10
시네마 천국,네가 영사실 일을 사랑했던 것처럼 무슨일을 하든 네 일을 사랑하렴....,10
시네마 천국,아름다움.. 약간 야한장면도잇지만 ㅋㅋ,10
시네마 천국,정말 재밌네요.웹하드에서 공짜로 다운받아봤어요. http://gample.oom.kr 여기있어요,10
시네마 천국,캬~~~!!!,10
시네마 천국,내 인생 최고의 영화,10
시네마 천국,재미있고 아름답다 하지만 전체이용가로 하기엔 무리수있다,10
시네마 천국,다른 사람의 일생을 지루하지 않게 지켜볼 수 있는 방법.,6
시네마 천국,알프레도의 액자사진과 함께.. 나는 펑펑 울 수 밖에 없었다.,10
시네마 천국,정말 최고다. 막막하다. 인생의 선배와도 같은 영화.,10
시네마 천국,어릴땐 이해못하는게 당연하니까 좀 커서 보자..,10
시네마 천국,내 인생 최고의 영화............ 말로 이룰 수 없는 이상한 감동..을 느꼈다.,10
시네마 천국,죽기전에 반드시 봐야할 작품입니다..,10
시네마 천국,말이 필요없네요... 이 감동은 언제나 기억될것같군요,10
시네마 천국,"감독판 170여분의 긴시간이 지루하지 않는 인생,사랑,출세,야망,사람이 섞인 걸작",9
시네마 천국,아날로그적감성을 불러일으킨다 보고도보고보 그리운 주옥같은 영화다.,10
시네마 천국,영화 한 편에 인생이 담겨있다,10
시네마 천국,토토의 모습을 보고 애잔했다..시간이 흐른뒤에 진정한 의미를 깨달을 수 있을까..,8
시네마 천국,ㅠㅠㅠㅠ아직도 그 감동이 가시지 않습니다......정말 최고의 성장영화.,10
시네마 천국,너무나 아름다운 영화....,10
시네마 천국,내생의 최고의영화... 국가대표는 이에비하면 아무것도아니다...,10
시네마 천국,삭제판보다 감독판을 꼭 보시길 바랍니다. 감독판 너무 감동.,10
시네마 천국,"내가 살면서 본 영화중 최고의 영화, 그리고 OST",10
시네마 천국,마지막 결말이 앞부분의 지루함을 해소시켜주지는 못했다...,6
시네마 천국,저~ 밑에 이 영화를 국가대표와 비교하는 사람도 있네..-_-,10
시네마 천국,명화라 자부하는 많은 영화들을 봐왔지만 내게 있어서 가장 최고인 영화!,10
시네마 천국,살바토레의 인생에서 그가 함께했기 때문에 성공할 수 있었다,10
시네마 천국,말이 필요없죠,10
시네마 천국,마지막 장면을 잊을수가 없구요....,10
시네마 천국,어....머....나...,10
시네마 천국,내인생의 뿌리같은 영화,10
시네마 천국,정말 최고의 영화에요,10
시네마 천국,난 비정상인가? 이런명작이  따분하게만 보이는구나.  ost는 좋더라,7
시네마 천국,늙어서 흰머리 파뿌리될때까지 내인생 최고의영화라고자부할수있는영화..감동쓰나미,10
시네마 천국,아름다운 영화,10
시네마 천국,한편의 필름에 한남자의 인생을 담아낸 아름다운 스토리 ㅠ,10
시네마 천국,느낀게 참 많았다 옛날꺼라서 요즘트렌드와는안맞는부분도있지만괜찮다 감동적이니깐,10
시네마 천국,영화안에 삶이 있고 인생이 있다,10
시네마 천국,몰라.. ~왜그런지 모르겠는데 그냥 계속 자꾸자꾸 눈물이 난다.,10
시네마 천국,약간 지루하긴 하지만 견뎌내면 죽이는 감동을 얻을 수 있음,10
시네마 천국,최고의 영화 국가대표 따위랑 비교할수 없다.,10
시네마 천국,이런게 진짜 명화라고 생각해요,10
시네마 천국,개인적인 생각으로나 전문가들의 평가로나 20세기 최고의 작품중 하나,10
시네마 천국,명작이라고 하는데...개인적인 취향이 아니라서....,6
시네마 천국,이런 영화가 10점이지...,10
시네마 천국,아름다운 음악과 어울어진 한편의 아름다운 추억,10
시네마 천국,아... 정말 멋진 영화... 여운이 아직도 가시질 않네요,10
시네마 천국,인생에 대한 메시지 명화답군요,10
시네마 천국,마음 깊숙한 곳부터 우러나오는 감동을 처음으로 느끼게 해준 영화.,10
시네마 천국,영화 속에 인생이 들어있다,10
시네마 천국,어렴풋한 어린 시절... 아련하다...,10
시네마 천국,최고..울었다..마지막에,10
시네마 천국,"마음으로 울었던영화,살면 살아볼수록새로워지는영화. 재미없으신분은아마감독판인듯",10
시네마 천국,엔딩너무슬프네요...ㅠㅠ감동감동,10
시네마 천국,인생은 내가본 영화와는 달라,10
시네마 천국,별 100개를 줄 수 있다면 100개를 주고 싶은 영화...ㅜ.ㅜ,10
시네마 천국,엔딩으로는 정말 최고였다... 물론 재미도... 내생애 최고의 영화..,10
시네마 천국,나의 천국에서는 아직도 토토와 알프레도의 웃음소리가 들린다...,10
시네마 천국,아 . . . 엔딩장면 잊지 못할거에요,9
시네마 천국,패스트푸드의 조미료와 향료에 찌든 이들이 어찌 엄마표 밥상의 참맛을 알까...,10
시네마 천국,엔딩만으로 10점을 받을만 하다,10
시네마 천국,엔딩만 백번은 본듯. 엔딩에서 내가 토토가 되서 감동과 회한과 허무가 밀려왔네요,10
시네마 천국,아.....명작이네 ㅋㅋㅋㅋㅋㅋ잔잔하고도 큰 감동 ㅋㅋㅋ지루하긴해도 꼭 볼만한영화,10
시네마 천국,난 좀 지루했다... 허나 엘레나 여신 ㅠㅠ,8
시네마 천국,시간이 지나도 소중한 것...,10
시네마 천국,내 생에 최고,10
시네마 천국,남자들은 사랑보단 우정에서 울었을거다,10
시네마 천국,마지막명장면은 그어떤영화에서의 감동과는 차원이다르다..필름이라는 매체의의미...,10
시네마 천국,명작,10
시네마 천국,진짜,10
시네마 천국,추천,10
시네마 천국,정말 추천하는영화... 감동에 또 감동 ㅜㅜ,10
시네마 천국,친구와의 우정을 정말 잘 보여주는 최고의 영화!,10
시네마 천국,꼭 봐야하는 영화..,10
시네마 천국,산다는건 정말 아름다운 일인 것 같습니다.,10
시네마 천국,영화에 의한 영화를 위한 영화,10
시네마 천국,너무 안타까워 너무 감동적이야,10
시네마 천국,이해 못하시는분들 안타깝습니다.. 전 고2입니다 시네마천국 정말...슬픈 사랑 감동,10
시네마 천국,감동임,10
시네마 천국,쥬세페토르나토레 엔니오 모르꼬네 필립느와레 뭔말이필요하냐,10
시네마 천국,정말 모든감정을 느낄수있는 영화가 아닐까요? 추천합니다.,10
시네마 천국,아직 안보신분 계시다면 추천해드리고 싶은 영화..,10
시네마 천국,음악이 아직도 귀에 멤도네요^^감동적인 영화네요,9
시네마 천국,좋은영화였습니다 헤헤~ 난 최고의감동까진 아닌듯싶었음^^;;;,9
시네마 천국,왜이렇게 가슴이 아픈지...,10
시네마 천국,1989년 중2때 단체관람으로 극장에서 보고 나온 후에도 아직 그 감동이 남아있는 수작,10
시네마 천국,멋진영화,10
시네마 천국,영화에나오는것처럼남자의말에속지마라거짓말이다여자들아인생이담긴영화명작,10
시네마 천국,아무런 설명이 없어도 된다..그냥 최고다...,10
시네마 천국,인생은 아름다워와 이 영화를 보고 이탈리아가 너무 좋아졌다,10
시네마 천국,뭐 이영화만큼 감동을 준 영화는 이제까지 없었지요.,10
시네마 천국,좋은 영화를 본다는 것은 마음을 치료하는 약을 먹는것과 같다...,10
시네마 천국,울지는 않았지만 노래가 좋은 영화다.,10
시네마 천국,마지막 부분에서 완전 울뻔했음...신 버전은 스토리는 알아두면 좋지만 영화로썬 비추,10
시네마 천국,그냥 봐라...닥치고 보면 안다....왜 이리 수많은 사람들이 10점을 남기고 가는지...,10
시네마 천국,지금까지 본 영화중 최고다,10
시네마 천국,"영화에서 , 답을 얻다.",10
시네마 천국,영화도 이미 전설이지만.. 엔니오 모리꼬네의 영화음악이 너무 좋다,9
시네마 천국,시네마 천국을 보면서 영화에 대한 동경을 가졌습니다.,10
시네마 천국,교수님 사랑합니다~^_^,10
시네마 천국,무미건조하게 살아갈때 기름칠을 해주는 영화,10
시네마 천국,음악 스토리 배경 모두가 고루 갖춰진 진정한 천국~,9
시네마 천국,엉엉엉~ 씨발 엉엉엉~~ 씨발 엉엉엉~~어어어어어엉~~~,10
시네마 천국,가슴 먹먹해진다..,10
시네마 천국,마지막에 알프레도가 몰래 남겨둔 키스 장면들 나오는 부분에서 정말 많이 울었다,10
시네마 천국,최고,10
시네마 천국,아나,10
시네마 천국,4번봤다;;말이 핑요없다 내생의 쵝오의 영화였다..,10
시네마 천국,최고다 감동적,10
시네마 천국,처음부터 소름이 돋는 영화.. 마지막 장면에선 알수없는 감동의 눈물이 흐른다..,10
시네마 천국,인생은 생각할수록 아름답다.,10
시네마 천국,최고영화,10
시네마 천국,정말 기가 막히다...너무 애잔한 느낌....자신있게 10점 쏜다.,10
시네마 천국,눈물이 안난다. 10년후에 다시보면 눈물이 날듯... 많은 이들이 동감할듯,10
시네마 천국,"영화는 아름답지만, 지루한건 사실이다...",8
시네마 천국,한 마디로........  쵝오!!,10
시네마 천국,"이 영화의 시절을 잘 보여준듯.. 편안히 볼수 있는 영화, 잔잔한 감동이 느껴진다",9
시네마 천국,내가 베스트로 꼽는 영화,10
시네마 천국,사랑을 거짓으로 하는 이들에게 진짜 사랑이 뭔지 영화처럼 가르치는 영화.,9
시네마 천국,^ ^ ....편하게 보세용....감동의 물결이....,10
시네마 천국,감동....,10
시네마 천국,영화보면서 눈물흘린영화는 3번째인거같습니다 대단하네요,10
시네마 천국,정말 이런영환줄 모르고 지금껏 미루다가..정말 정말 감동적으로 봤다~,10
시네마 천국,이야기부터 시작해서 음악으로 완벽하게 끝냈다 이런 영화 어디 또 없나?,10
시네마 천국,수능끝나고재밌게봤었다ㅎ,8
시네마 천국,최고,10
시네마 천국,영화를 사랑하는 사람이라면 누구나 무장해제 당해버리는 영화가 아닐까.,8
시네마 천국,내생에 최고의 영화,10
시네마 천국,괜찮았음,8
시네마 천국,보면볼수록 너무행복해지고 감동이 잔잔한 영화,10
시네마 천국,살바레토귀여워ㅋ,10
시네마 천국,약간 지루하지만 감동적입니다. 마지막장면....강추,10
시네마 천국,아름다운 영화....,10
시네마 천국,엔딩만으로도 10점을 만들수 있다는 것을 보여준 영화,10
시네마 천국,영화를 사랑하게 만드는 영화,10
시네마 천국,화려한스케일은 아니지만 감동의 스케일은 말할 수 없이 큰 영화..,10
시네마 천국,어렸을 때부터 보고 싶었던 영화... 그 잔잔한 음악을 도저히 못 잊겠다.,10
시네마 천국,많은 교훈을 주는영화,10
시네마 천국,5번도 더 보았던 영화. 잊지 못할 명작..근데 왠만하면 감독판은 보지마.환상이 깨져.,10
시네마 천국,어린시절 봤어도 너무 행복한 만족감을 줬던 영화,10
시네마 천국,명작중의 명작,10
시네마 천국,말이 필요한가요,10
시네마 천국,명작,10
시네마 천국,마지막장면이 제일 기억에 남고.. 역시 평점 값을 하는 영화,10
시네마 천국,미치겠다..,10
시네마 천국,토토,10
시네마 천국,명작,10
시네마 천국,"솔직히 봐가면서 별생각이 안들었는데,마지막장면에서 그냥울려주네요ㅠㅠ",10
시네마 천국,형언할수 없는 감동,10
시네마 천국,"한 사람의 인생을 자연스럽게, 또 참 많은 것을, 아름답게 담아낸 영화.",10
시네마 천국,이 영화가 명작이 아니면 어떤 영화가 명작일까?,10
시네마 천국,최고의영화,10
시네마 천국,아주 좋습니다.,10
시네마 천국,마음에 듭니다.,10
시네마 천국,저도 낮추겠습니다...,5
시네마 천국,Very good!,9
시네마 천국,그냥 짱-,10
시네마 천국,아련한 안타가움과 변함없는 사랑의 향수,10
시네마 천국,천국. 우리 마음속에 영원한..,10
시네마 천국,가슴을 뒤흔드는 향수...,10
시네마 천국,쥬세페 토르나토레 감독 영화는 재미없는게 없다는,10
시네마 천국,"영화, 인생, 우정, 그리고 사랑. 이 모든것이 담겨 있는 작품.",10
시네마 천국,20년이 지난 지금도 전혀 지루하지 않는 영화.,10
시네마 천국,정말이지 시네마천국이였다.,9
시네마 천국,굿,10
시네마 천국,이 한편의 영화에 우리의 인생이 담겨있다~,10
시네마 천국,이걸 이제 보다니 ㅠㅠㅠ 정말 명작,10
시네마 천국,목이 메인다는 게 뭔지 알 것 같습니다.,10
시네마 천국,ost만 들어도 가슴이 먹먹해요,10
시네마 천국,"소인과 소년의 우정, 첫사랑의 아련함이 잊지못할 추억으로",10
시네마 천국,영원히 나의 베스트 무비로 남아있을 명작,10
시네마 천국,이 영화는 진짜 말로 표현할수없다 가슴 한쪽이 쓰려온다 하지만 아름답다,10
시네마 천국,마지막장면에 가슴찡한.. 잔잔하지만 잔잔하지 않은 명작.,10
시네마 천국,이젠 지나간 세월과 추억에대해서 조금은 알것같기에,10
시네마 천국,내 인생 최고의 영화 ^^ 대사하나도 놓치기 싫었다.,10
시네마 천국,아름다운 음악과 영상으로 아련한추억을 떠올리게 하는 명작!추억은 최고의 보물이다!,10
시네마 천국,추억은 추억일때 소중하다 좋은 영화였습니다 ^^,10
시네마 천국,정말 명작이라고 불리는데는 다 이유가있네요.. 정말 왜 이제야 봤는지 모르겠습니다.,10
시네마 천국,마지막 장면이 역시 압권! 명작은 세월이 흘러도 명작이군요.,9
시네마 천국,언제나 가슴이 아려오고 눈시울이 붉어지게 하는 영화.,10
시네마 천국,아련하고 또 아련하고.... 낡고 먼지 쌓인 흑백사진 보는 기분이에요,10
시네마 천국,지금까지 열번도 넘게 본듯합니다. 정말 아름다운 영화입니다..,10
시네마 천국,아름다운 이야기다..,10
시네마 천국,이 영화를 왜 이제야 봤을까??. 마지막장면은 아직까지도 머리속에 생생하게 남는다..,10
시네마 천국,시간은 거꾸로...,10
시네마 천국,영화를 보고 처음으로 평점을 주고싶었던 영화 정말 최고,10
시네마 천국,마지막 키스장면 심장 터질거 같다.,10
시네마 천국,제가 태어나기도 전에 만들어진 영화라 이제야 봤지만 정말 감동적이였습니다.,10
시네마 천국,영화광이지만 뒤늦게 영화를 보았습니다 하지만 후회는 없습니다,10
시네마 천국,지금세대가 보기엔 명작은 아니다,8
시네마 천국,그냥 눈물이 왜나는지 모르는데 눈물이 흘르는 정말 최고의 영화!,10
시네마 천국,소름이돋으면서 눈물이난다 뭐라고해야할지... 정말최고다,10
시네마 천국,20번도 넘게 본 영화,10
시네마 천국,역시 명작은 시간이 지나도 명작이네요ㅋㅋㅋㅋ 마지막 장면은 정말 최고 :),10
시네마 천국,이런 영화는 한번쯤 봐줘야 된다. 정말로,10
시네마 천국,10점 안주기 힘든영화,10
시네마 천국,음악이 너무 좋다. 스토리도 감동적이고,10
시네마 천국,토토젊을때멋잇다.ㅋㅋㅋ,10
시네마 천국,어렸을때 티비서 볼때 지루했었는데...최근 다시 보게 되었다..내생에 최고의 영화,10
시네마 천국,말이 필요없는 영화.. 정말 세기의 명작이 아닐 수 없습니다.,10
시네마 천국,음악만으로도 10점,10
시네마 천국,어릴적 많이 울었던영화,10
시네마 천국,아..이 영화를 왜 이제서야 봤을까! ㅠㅠ최고,10
시네마 천국,내 주변을 돌아보게 하는 영화다운 영화,10
시네마 천국,"사랑, 우정, 추억들이 그리운 사람들에게 추천한다. 이보다 더 좋을 순 없다.",10
시네마 천국,GREAT스토리.배우.음향.사랑의 간절함에 대한 표현이 어느 영화보다도 짙다.,10
시네마 천국,순수자체의 영화,10
시네마 천국,내인생최고의영화,10
시네마 천국,엔니오님 사랑합니다 ㅜ 아~ 정말 엔딩의 여운은 ㅜㅜ 감동 그 자체. 이런게 영화임!,10
시네마 천국,말이필요없는 영화. 최고다,10
시네마 천국,한마디로 최고의 영화!,10
시네마 천국,18살때 처음 이영화를 보고 영화인의 꿈을 키웠었는데..,10
시네마 천국,아직도 이영화 때문에....,10
시네마 천국,일제점령기상해시.역사의뒤안길이 아닌현재에가까운느낌.마지막 처형장면이아른거린다,10
시네마 천국,솔직히 지루하고 개인적으로 평점이 왜 높은지 이해가 안되는영화임,4
시네마 천국,목까지타오르는전율,10
시네마 천국,정말 최고의 영화!! 감정이 메마른다면 이 영화를 통해 적셔라!!,10
시네마 천국,눈물이 매말랐다는 평을 듣는 내가 메인 테마곡만 들어도 눈물이 납니다. ㅠㅜ,10
시네마 천국,"진정한 명작이다, 시네마천국 다섯글자만 봐도 가슴이 아려오고 눈물이 난다.",10
시네마 천국,평점 9.8은 되야할 영화...,10
시네마 천국,FINE..,10
시네마 천국,우리의 인생이 담김 영화... 최고...,10
시네마 천국,평점 낮추지 마라 왠만하면 타인에 의견을 존중하는 편이지만 이영화만큼은 안된다,10
시네마 천국,꼬꼬마들은 봐도 별 감흥없는 영화 공감할 나이가 될때까지 꼭 아껴 두어야 할 영화,10
시네마 천국,솔까기대하고봐서그런가,4
시네마 천국,눈물이 핑 -,10
시네마 천국,다시봐도 가슴찡한 영화,10
시네마 천국,아름다웠던 토토와 알베르토의 우정도 좋았고 감독이 전하려했던바가 명확해서 좋았다,10
시네마 천국,네티즌평점이 왜1등인지를 영화를보면알수있을것이고 영화를 본후에는 인정할것이다。,10
시네마 천국,역시 거짓말하나도 안하고 10번 정도 본영화 내 인생에 많은 감동과 영향을미친...,10
시네마 천국,누구도 흉내낼 수 없는 단 한편의 영화 그리고 엔니오 모리고네의 영화음악,10
시네마 천국,명작.,9
시네마 천국,미칠듯한 아련함...,10
시네마 천국,평점이 높다니 장난하냐 -_- 난 요즘 영화 아무리봐도 이만한게 없더라,10
시네마 천국,세계 최고의 영화중 하나인데.. 이게 왜 평점이 높은거냐? 적절한거지,10
시네마 천국,지루한면도 있었지만 작품성도 있는듯.. 결론은 주인공 간통죄 콜 -평점 너무높음-,8
시네마 천국,사라진 옛것들에 바치는 최고의 찬사..너무 어리지 않은 지금에야 봐서 다행,10
시네마 천국,추억만으로도 살 수 있을까....,10
시네마 천국,영화보면서 이렇게 울어본게 얼마만인지..... 음악이 감동을 300%로 증폭시키는듯,10
시네마 천국,크...............ㅠㅜ....,9
시네마 천국,최고여 ... 당신이 진정한최고다..,10
시네마 천국,최고의영화라고생각됨,10
시네마 천국,여운최고다.. 가슴이 찡하다...,9
시네마 천국,살면서 못보고 죽으면 억울할거 같은 영화가 참 많은듯 헝헝,10
시네마 천국,죽기전까지 열번이건 백번이건 꼭 챙겨 봐야 할 영화!!,10
시네마 천국,천국의아이들과 견줄만 하다,10
시네마 천국,꼬마토토가 왜그리 귀엽던지,10
시네마 천국,최고의영화,10
시네마 천국,15년전 어린마음에 봤는데도.. 너무 감동적이었어 휴.. 지금 다시 봣는데 역시 휴..,10
시네마 천국,보는이의 심리상태가 주인공과 같아져 주인공의 어릴적이 그립다 알프레도 여운이길다,10
시네마 천국,최고,10
시네마 천국,말로표현할수있을까,10
시네마 천국,가장여운이많이남은영화,10
시네마 천국,다시 봐도 정말 감동! 감동!,10
시네마 천국,감동,10
시네마 천국,영화보는 내내 나오는 음악 많이 들어왔던 음악이네요.정말 명작이네요.,10
시네마 천국,개인적으로 영화관에서 재개봉했음 좋겠다.,10
시네마 천국,"Oh,,,  It's fun^^",10
시네마 천국,글쎄. 그렇게까지 감동적인가? 개인적으로는 다소 진부한 성장드라마 같았다.,8
시네마 천국,1시간30분이 아니죠 2시간 30분입니다.,10
시네마 천국,감독이 분명 그냥영화를 찍었는거같은데..이렇게 끝에 혼을 빼놓다니....최고..,10
시네마 천국,역시 명작은 틀리군.. 찡하내요.,9
시네마 천국,중1때보고 너무 감동적이라 감독판으로 또 보았는데 그땐 몰랐던 또 다른 감동이 ㅠㅠ,10
시네마 천국,아 ㅅㅂ 밑에 평점알바 ㄲㅈ라 이영환무조건 10점 쵝오임,10
시네마 천국,언제 다시 이런영화가 나올까...명작중의명작임,10
시네마 천국,마지막 장면은 역대 영화 중 최고의 명장면~!!,10
시네마 천국,신선한 충격!,10
시네마 천국,마지막 연인 키스씬들을 보면서 눈물로 눈이 반짝이는 살바토레보면서 나도목이 메인.,9
시네마 천국,죽기전에 꼭! 봐야할 영화 .  내가 본 영화중 단연 BEST.,10
시네마 천국,편견으로 지금껏 보지 못했던게 후회스럽다. 가장 감동깊었던 영화였다.,10
시네마 천국,정말 대작이다.. 진짜로.. 이런영화본것이 영광이다.. 기분좋다^^,10
시네마 천국,"추억을 아름답게 대할 수 있게하는, 자세를 가지게 해준다. 멋지다...",9
시네마 천국,이거는 전설이지..한마디로..백년이지나도 이런영화 못나옴,10
시네마 천국,왜 이제야 본건지..,10
시네마 천국,아 뭥미? 아 진짜 .......................왜 이제야 본거니...............,10
시네마 천국,이게 바로 영화의 맛.,10
시네마 천국,"마음에 남는 영화... 보면서 내내 뭉클,, 결국 울었음/",10
시네마 천국,이게 바로 진짜 영화죠...,10
시네마 천국,"내 인생 최고의 영화... 아니, 최고란 말로도 부족하다",10
시네마 천국,이제와 본것을 후회중...이런 명작을,10
시네마 천국,정말 최고. 마지막 5분.,10
시네마 천국,"다운 받아서 지루하다고 돌려가면서 보지말고,, 묵묵히 한번 끝까지 보기를..",10
시네마 천국,과거로의 노스탤지어... 내 인생을 울렸다,10
시네마 천국,영화보는내내 울었슴,10
시네마 천국,아름답습니다.,10
시네마 천국,순위권 아래로 떨어져라..이영화가 알바땜 1점받는 현실이 싫다 그래도 난 10점이다,10
시네마 천국,역시...,10
시네마 천국,왜명화인지 알겠다.. 마지막 5분은 내가 여태껏 본 키스중 최고의 키스 장면 !,10
시네마 천국,전 영화도 영화지만 음악에 더 매력넘치는 영화라 생각해요.,10
시네마 천국,최고의 영화죠...,10
시네마 천국,과대평가가 아니라 정말 굉장하네,10
시네마 천국,영화 그 이상의 감동.,10
시네마 천국,감동적이예요,10
시네마 천국,사랑과 우정과 추억... 애틋함과 회상... 내생애 최고의 영화,10
시네마 천국,명.불.허.전,10
시네마 천국,"시네마 천국 보고 난 이후 멜로, 휴먼, 사랑이야기를 다룬 영화는 안봄...",10
시네마 천국,괜찮네요. 뭐 저야 잘 모르겠으니 제 생각입니다만-_-,8
시네마 천국,"서로의 인생을 밝혀준 두 사람, 토토 그리고 알프레도.",10
시네마 천국,말이 필요없음,10
시네마 천국,진정한 휴먼드라마 ㅠ,10
시네마 천국,10년째 내생에 최고의 영화,10
시네마 천국,"절제된 배우들의 연기와, 구성, 음악, 자극적이지 않는 감독 모두 훌륭했다.",10
시네마 천국,최고의 영화~ 아름다운 음악과 함께...,10
시네마 천국,이런 멋진 영화를 이제서야 보다니...꼬마 토토와 알프레도 아저씨 짱입니다 ㅎㅎ,10
시네마 천국,"몇 번을 봤지만, 볼 때마다 정말 ㅠㅠ 깊은 여운이 자꾸 내 마음을 울리는구나",10
시네마 천국,인생에 대한모든것을 담은 영화. 알프레도의 뜻을 기억한다.,10
시네마 천국,대작중의 대작.... ㅠㅠ,10
시네마 천국,추억의 영화..,10
시네마 천국,감동,10
시네마 천국,이것이 영화다,10
시네마 천국,감동 그자체입니다~가슴이 떨려서 더 못볼정도에요~,10
시네마 천국,쵝지,10
시네마 천국,영화다운 영화,10
시네마 천국,"세 시간으로 그려운 아름다운 음악같은, 영화같은 인생",9
시네마 천국,정말 내가본 영화중에 가장 감동이였다.,10
시네마 천국,언제 또 이런영화를 볼 수 있을까..,10
시네마 천국,어린시절에 대한 추억... 사랑의 추억... 영원한 추억으로 토토에겐 기억될 것이다.,10
시네마 천국,정말.. 말로 표현할 수 없는 기분입니다.   아.. 이런영화가 세상에 있었나 싶네요...,10
시네마 천국,최고,10
시네마 천국,여운이 많이 남는 영화...,10
시네마 천국,어린시절이야기가더좋다.오리지널컷도보고싶은데.암튼ost너무좋음,8
시네마 천국,마지막 키스장면을 어찌 잊으라,10
시네마 천국,"헐리웃 키드들을 위한, 최고의 영화!",10
시네마 천국,"오리지날컷을 본게 후회된다. 하지만,음악과 함께 추억을 되살릴 수 있는 따뜻한영화.",8
시네마 천국,그곳엔 키스신도 있고 사랑도 있고 추억도 있고 ... ...,10
시네마 천국,최고의 영화!,10
시네마 천국,"세상은, 금지된 포르노의 천국",10
시네마 천국,걸작이다...어린시절 추억의 대한 향수와 사랑에대한 감정 느낄수있었다,10
시네마 천국,솔직히 좀 지루하다.하지만 가슴따듯한영화다.,8
시네마 천국,몇번을 봐도.......,10
시네마 천국,감동,10
시네마 천국,마음이 흐믑해지는 영화... 끝나고도 계속 생각하게 되는 영화,10
시네마 천국,10점만점에 10점영화. 최근 영화에서는 찿아볼 수 없는 것을 지닌 영화,10
시네마 천국,"명작이라고,듣고 스토리도 대충알고 보니 쫌 지루했지만 시간 아깝다는생각은안듬.",8
시네마 천국,명작중의 명작.. 더이상 무슨 말이 필요할까.,10
시네마 천국,최고의 영화,10
시네마 천국,최고의영화,10
시네마 천국,앤니오 모리꼬네의 음악이 돋보이는 영화. 지루했지만 마지막은 정말 감동적이었다.,9
시네마 천국,"순수한 사랑과 나이를 초월하는 우정, 그리고 가슴 따듯한 여운을 잘 담아낸 인생영화",10
시네마 천국,알프레도의 최고의 선물을 받은 살바토레의 표정. 절대 잊을수 없는 추억들...,10
시네마 천국,왜 이런느낌을 요즘 영화에서는 느끼기 힘들까..,10
시네마 천국,"영화가 너무 길었고, 저에게는 조금 지루한 소재였지 않나 싶군요.",6
시네마 천국,정말 감동 그 자체다..,10
시네마 천국,추억,10
시네마 천국,더이상 무슨 말이 필요하랴.. 아름다운 추억의 명작,10
시네마 천국,너무 감동적인 영화,10
시네마 천국,애틋한 추억과 사랑.. 최고다 그야말로 ㅠㅠ,10
시네마 천국,"정말 잊지못할,,눈물이 그냥흐르는",10
시네마 천국,최고,10
시네마 천국,이게 과속스캔들보다 낮다니 ..............이런망할 알바놈들,10
시네마 천국,내 꿈을 다시생각하게된 그영화....,10
시네마 천국,잔잔하면서도 깊은 감동을 주는 영화,10
시네마 천국,언제봐도 감동의 명작,10
시네마 천국,평점이높아서봤는데 88년도영화라 좀...초반에지루했는데 다 보고나니 감동이오네요,7
시네마 천국,최고의 영화 살면서 꼭 한번 봐야 할 ....영화,10
시네마 천국,영원히 기억될 아름다운 추억,10
시네마 천국,늦었지만 지금이라도 봐서 다행이다. 보는내내 행복했던 영화,10
시네마 천국,말이 필요없는 명작,10
시네마 천국,가장 기억에 남을 배경음악.. 영화를 한층 빛내준다.,9
시네마 천국,솔직히 시간이 너무길어서 지루하다. 옛사랑을 찾아서 유부녀와 간통한다는 내용,7
시네마 천국,별5개 넘 부족하다. 50개로 늘려라. 최고의 영화예술작품.,10
