movie,contents,score
빽 투 더 퓨쳐,최고입니다. 그냥 최고,10
빽 투 더 퓨쳐,내초딩시절의꿈나무,10
빽 투 더 퓨쳐,삼삼할때 보면 좋음,8
빽 투 더 퓨쳐,이 영화는 초대박이지~,10
빽 투 더 퓨쳐,웃음과 감동을 동시에..,10
빽 투 더 퓨쳐,맥플라이도 귀엽고 ㅋㅋ 진짜재밌는영화,10
빽 투 더 퓨쳐,말이 필요없다,10
빽 투 더 퓨쳐,20년이 넘은 유머가 아직도 나를 웃긴다~~,10
빽 투 더 퓨쳐,원투쓰리 다 너무 재밌다 ㅋㅋㅋㅋㅋㅋ 안보면 후회,10
빽 투 더 퓨쳐,옛날에 본거 OCN에서 하길래  또 봤는데. 다시 봐도 정말 명작임!!,10
빽 투 더 퓨쳐,보고또봐도 재밌있는 영화 ^^,10
빽 투 더 퓨쳐,이건 진짜 명작임..,10
빽 투 더 퓨쳐,1985년에도 이런 걸작이 나오다니....,10
빽 투 더 퓨쳐,이름만 들어도 신나는 영화,10
빽 투 더 퓨쳐,사람들이 명작이라고하는 이유가 있었다...,9
빽 투 더 퓨쳐,Gooooooooooooooooooooooooood~,10
빽 투 더 퓨쳐,진짜재밌었음 ㅋㅋ,10
빽 투 더 퓨쳐,질질쌈,10
빽 투 더 퓨쳐,이거 명절때 방영하면 꼭 시청하는 ㅎㅎ 두번말하면 입아퍼,10
빽 투 더 퓨쳐,tv로봤지만재미있고한번쯤은미래를생각해보게하는영화^^,10
빽 투 더 퓨쳐,어릴때추억이 ㅋ,10
빽 투 더 퓨쳐,오 역시 이런영화가 영화라 할수있지.,10
빽 투 더 퓨쳐,최고,9
빽 투 더 퓨쳐,재밌다,10
빽 투 더 퓨쳐,최공입,10
빽 투 더 퓨쳐,OO,10
빽 투 더 퓨쳐,매인그림보고 잘못 이해할뻔했네 ㅋ 이거 깨 쩔음..,9
빽 투 더 퓨쳐,아니....22년이 지났는데 옛날영화 같지가 않네....뭐야 이느낌!!!,10
빽 투 더 퓨쳐,최고의 타임머신 영화 ㅋㅋ,10
빽 투 더 퓨쳐,어렸을적 나의 환상을 채워주었던~시간여행ㅋㅋ,10
빽 투 더 퓨쳐,정말 재밌는 영화 ^_^,9
빽 투 더 퓨쳐,터미네이터보다 잼따 ㅋㅋ,10
빽 투 더 퓨쳐,내가 2009년에 이걸 또 봤는데 도대체 이게 87년 영화가 맞는지...,10
빽 투 더 퓨쳐,내생애 최고의 영화~,10
빽 투 더 퓨쳐,추천,10
빽 투 더 퓨쳐,1985년에 만든 영화란다. 우리도 만들면 안되나?,10
빽 투 더 퓨쳐,쫌 쩌러ㅋㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,진짜재미있습니다,10
빽 투 더 퓨쳐,진정 최고의 영화~,10
빽 투 더 퓨쳐,원츄!!!!!!!!!!!!!!!!!!!!!!!!,10
빽 투 더 퓨쳐,쫌쩌는듯,10
빽 투 더 퓨쳐,진짜재미씀ㅎㅎㅎㅎㅎㅎ,10
빽 투 더 퓨쳐,"티비에서 한 10번은 본거 같은데, 볼때마다 느낌이 달랐다.",10
빽 투 더 퓨쳐,소장가치가 있는 영화,10
빽 투 더 퓨쳐,지금봐도 재밌는 영화,10
빽 투 더 퓨쳐,정말 재미있게 본 영화임 다시보고싶다,10
빽 투 더 퓨쳐,잼잇음,10
빽 투 더 퓨쳐,최고의 걸작 누구도 따라할 수 없는 영화,10
빽 투 더 퓨쳐,이게 걸작이요 어드벤쳐 장르 중 최고,10
빽 투 더 퓨쳐,넘 재밌다. 또 보고 싶다.,10
빽 투 더 퓨쳐,여기 나오는 음악이 너무 좋은데 제목을 모두 알고싶어요..,10
빽 투 더 퓨쳐,질리도록 봤어요 재밌어요,10
빽 투 더 퓨쳐,정말 재미있게 본영화 강추,10
빽 투 더 퓨쳐,어렸을적 정말 재밌게 봤었다,10
빽 투 더 퓨쳐,재밌네여/..,10
빽 투 더 퓨쳐,우연히 아프리카에서 봤다.... 수OO전 영화라곤 믿을수없을만큼 엄청 재미있다.,10
빽 투 더 퓨쳐,와~ 정말 재밌다. 미래에 갔다~ 과거로 갔다~,10
빽 투 더 퓨쳐,"밝은 미래를보여준 영화,시대를 앞선영화,과학적인영화는 이 영화라 생각 하는 1人",10
빽 투 더 퓨쳐,최고의 영화다,10
빽 투 더 퓨쳐,오래된 영화인데도 재밌다! 스토리도 너무 귀여움~,9
빽 투 더 퓨쳐,봐도봐도재밌다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,내생애 최고의 걸작.,10
빽 투 더 퓨쳐,옛날영화치고는 짱!!,10
빽 투 더 퓨쳐,거의 10년만에 기내에서 다시 보게된 최고의 명화...,9
빽 투 더 퓨쳐,구관이 명관,10
빽 투 더 퓨쳐,재미있었음 ^0^,10
빽 투 더 퓨쳐,"1,2,3 편중 최고는 단연 1편이다. 하지만 평점이 너무 높지 않나 ?",8
빽 투 더 퓨쳐,고등학교때 영화관에서 봤을 땐 무척이나 색다른 내용이었죠.,9
빽 투 더 퓨쳐,"아버지땜시 얼떨결에 봤는데, 보고 빠져들었다.. 2,3편볼준비중...",10
빽 투 더 퓨쳐,"1편보고 멈출수 없이 2, 3편보느라 거의 밤을 샐 뻔 했어요!! 정말 스토리 탄탄!!",10
빽 투 더 퓨쳐,대박 전에 티비에서할땐 옛날영화라 무시했었는데 존내재밌음,10
빽 투 더 퓨쳐,당시 최고의 영화 ㅎㅎ,10
빽 투 더 퓨쳐,저도 1편부터 3편까지 봤는데 시대를 앞서가는 그래픽과 스토리가 어우러졌습니다,10
빽 투 더 퓨쳐,1편 부터 3편까지 10번도 넘게 본 영화 완전 강추입니다,10
빽 투 더 퓨쳐,기발하고 짜릿한 영화,10
빽 투 더 퓨쳐,구웃,10
빽 투 더 퓨쳐,정말 재밌음 꼭봐야되는 영화,10
빽 투 더 퓨쳐,이 영화를 보면 나도 모르게 빠져드는 시간여행을 경험한다.,9
빽 투 더 퓨쳐,ㅋㅋ고전영화같지가않음,10
빽 투 더 퓨쳐,진짜 최고다 어렸을적 내가 본 최고의 명작,10
빽 투 더 퓨쳐,최고임!말이 필요없는 꼭 봐야되는 영화,10
빽 투 더 퓨쳐,볼때마다 재밌음..우울할때 보면 즐거워짐,9
빽 투 더 퓨쳐,Fabulous!!!!!!!!,10
빽 투 더 퓨쳐,나의잠을 설치게 했던 처음이자 마지막이였던 영화,10
빽 투 더 퓨쳐,이거만큼 재미있는영화를 굳이 꼽자면 국가대표밖에.,10
빽 투 더 퓨쳐,오락성 최고 온가족영화,10
빽 투 더 퓨쳐,정말 기억에남는영화 ㅎ,10
빽 투 더 퓨쳐,내가 태어나기 8년 전에 만들어진 영화..너무너무 재밌었다,10
빽 투 더 퓨쳐,이건 명작 중의 명작 영화,10
빽 투 더 퓨쳐,이거 오늘 EBS에서 봤는데 디게 재밌드라구요^^,10
빽 투 더 퓨쳐,굳 말따윈필요ㅇ벗음,10
빽 투 더 퓨쳐,역쉬,10
빽 투 더 퓨쳐,23년 됐는데도.. 스토리가 정말 짜임새있네,10
빽 투 더 퓨쳐,ㅋㅋㅋㅋㅋㅋㅋ굳ㅋㅋㅋebs에 하길래 봤더니 최고예요 ㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,재밌다!!ㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,토요일에하는 ebs 백투더퓨처를 봤다. 진짜 졸라 잼있다,10
빽 투 더 퓨쳐,어느 영화에서도 볼수없는 신선한 소재를 가진 영화,10
빽 투 더 퓨쳐,자금 봐도 재밌네,9
빽 투 더 퓨쳐,역시 스필버그!,10
빽 투 더 퓨쳐,가슴설레인다~!~!@,9
빽 투 더 퓨쳐,내생애 최고의 영화,10
빽 투 더 퓨쳐,"옛날영화가 상상력은 훨씬더좋은거 같아,,,",10
빽 투 더 퓨쳐,최고예요,10
빽 투 더 퓨쳐,벌써 20년도 넘었는데.. 요즘 나오는 나비효과류 영화의 효시..그러면서 재미있고..,10
빽 투 더 퓨쳐,10번을봐도 질리지않은 영화 ...,10
빽 투 더 퓨쳐,10점난점에 10점,10
빽 투 더 퓨쳐,최고~~~~~~~!!!ㅎㅎㅎㅎㅎㅎ,10
빽 투 더 퓨쳐,굿!,10
빽 투 더 퓨쳐,대단해ㅋㅋ.마티도 잘생기고 리톰슨 완전이쁘다 ㅠ_ㅠ,10
빽 투 더 퓨쳐,이게 진짜 영화지! 최고중의 최고!!,10
빽 투 더 퓨쳐,옛날 영화치고 잘 만들고 신선함////ㅋㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,정말 최고의 작품~!,10
빽 투 더 퓨쳐,헐 1985년도에 이런 영화가 있었다니.,10
빽 투 더 퓨쳐,아직도 이영화 포스터만 보아도 가슴이 설렌답니다,10
빽 투 더 퓨쳐,최고 ㅋㅋ,10
빽 투 더 퓨쳐,이 영화를 능가할 시간 여행 영화는 그전에도 앞으로도 없을 것이다.,10
빽 투 더 퓨쳐,SF영화로 포장한 저메키스의 멋진 드라마!,8
빽 투 더 퓨쳐,재미있어요.. 재미 보장,10
빽 투 더 퓨쳐,이 정도면 좋다...,9
빽 투 더 퓨쳐,"어린시절 엑설런트어드벤쳐, 구니스등등과 함께 신나게 봤었죠",9
빽 투 더 퓨쳐,학교에서 보여줬는데 진짜진짜 몰입되서 완전 재밌게 봤어요 ㅋㅋㅋ,10
빽 투 더 퓨쳐,오래전에 봐서 기억은 잘 안나지만 코믹+스토리 둘다 만족한영화같았던 기억이 난다,8
빽 투 더 퓨쳐,1탄을 보면 3탄까지 자동으로 보게되는 영화 몇번봐도 웃김!!~,10
빽 투 더 퓨쳐,진짜재밌어요,10
빽 투 더 퓨쳐,이렇게 재밌는영화가 내가 태어나기도 전에 만들어졌었다니 ... 대박 최고 ㅋ,10
빽 투 더 퓨쳐,재미있군요,10
빽 투 더 퓨쳐,시간여행을해서운명을바꿀수있다는내용시간여행의원조,10
빽 투 더 퓨쳐,정말 재밌는 영화~~,10
빽 투 더 퓨쳐,지금 봐도 재밌는~초반에 좀 유치한데 중반부터 재밌다는 ㅋㅋ,8
빽 투 더 퓨쳐,역시 퓨쳐~최고란 말밖엔 떠오르지 않는다. 최고의 ost또한 전율을 느끼게 합니다..,10
빽 투 더 퓨쳐,봐도봐도 질리지 않고 너무 재밌다. 24년전 영화라는게 믿기지 않는다!!,10
빽 투 더 퓨쳐,이영화 재미있네^^,10
빽 투 더 퓨쳐,지금봐도 80년대 영화같지 않다 !,10
빽 투 더 퓨쳐,대박! 잘봤습니다~,10
빽 투 더 퓨쳐,와우,10
빽 투 더 퓨쳐,클라이맥스 타임 어드벤처 영화 더 이상 말이 필요없다 최고,10
빽 투 더 퓨쳐,대한극장 기억나세요? 정말 최고였지여...,10
빽 투 더 퓨쳐,이거 85년작. 우리나라 심의 때문에 2년늦게 개봉한 것. 요즘 영화보다 더 뛰어난,10
빽 투 더 퓨쳐,강추작 ㄲㄲ,10
빽 투 더 퓨쳐,최고의 명작...최고의 흥행...최고의 상상력...,10
빽 투 더 퓨쳐,재밌다,10
빽 투 더 퓨쳐,재밌고 유쾌하고 80년대작품이란게 놀랍다!,9
빽 투 더 퓨쳐,야... 20년 살면서 본 수많은 영화중에 단연 최고...,10
빽 투 더 퓨쳐,최고다!! 지금봐도 최고!!,10
빽 투 더 퓨쳐,앞으로 몇 OO이 지나든 최고의 영화라고 자신있게 말할수있다.,10
빽 투 더 퓨쳐,내게 꿈과 희망을 준 영화였다....,10
빽 투 더 퓨쳐,참신했지... 지금 다시 보기는 싫지만...,8
빽 투 더 퓨쳐,시대를 거스른 SF영화사에 남을 영화,10
빽 투 더 퓨쳐,이런 명작을 볼 수 있어서 정말 영광이였다... 최고b,10
빽 투 더 퓨쳐,어렸을때 이 영화 본 날 꿈을 꿨는데 그 꿈 마저 기억날 정도로 재밌었다,10
빽 투 더 퓨쳐,정말 최고라고 생각돼는영화임! 요즘헐리웃은 왜케 이런최고의영화를못만드는지..쩝,10
빽 투 더 퓨쳐,과연 1987년작 이라는게 믿어지는가?,9
빽 투 더 퓨쳐,짱짱짱,10
빽 투 더 퓨쳐,말필요없다,10
빽 투 더 퓨쳐,시간 여행의 시작...,10
빽 투 더 퓨쳐,확실히 1편이 2편보다 훨낫네..  강추작.,10
빽 투 더 퓨쳐,기발한 소재 멋있는연출 모든것이 완벽햇다.,9
빽 투 더 퓨쳐,왜 요새는 이렇게 감동과 재미와 스릴을 동시에 주는 영화가 안 나오는 걸까 ??,10
빽 투 더 퓨쳐,소재도 좋았는데 그걸 아주 맛깔스럽게 버무리며 내용도 탄탄하다~!,10
빽 투 더 퓨쳐,20년이 넘었지만 이만큼 신나고 재미있는 SF물은 아직 못봤음. 최고!!,10
빽 투 더 퓨쳐,나 태어난 해에 이런영화가!!!! 짱짱짱,10
빽 투 더 퓨쳐,단순한 코미디가 아니라 매력이 있다. 기발하고 모험적인 유쾌한 영화. 재미 이상!!,10
빽 투 더 퓨쳐,재밌게봤음.,10
빽 투 더 퓨쳐,85년도에 제작된영화라고 믿겨지지않을정도로 안보면 절대후회할만한 최고의 명작!!!!,10
빽 투 더 퓨쳐,재미재미,10
빽 투 더 퓨쳐,엄청나게 재미있다. 그래픽도 그 때에는 엄청나게 좋고 사람들도 웃기고 ㅎ,10
빽 투 더 퓨쳐,중3때 '플래툰'과 갈등하다 봤던 그 영화. 아직도 학창시절 최고의 영화로 기억되네요,10
빽 투 더 퓨쳐,네가본중에 최고의영화,10
빽 투 더 퓨쳐,당시에 신선했던 영화,10
빽 투 더 퓨쳐,정말 웃김- 적극추천!,10
빽 투 더 퓨쳐,사람애태우게 만드는 영화...ㅋㅋㅋ 대박감임,10
빽 투 더 퓨쳐,"꺄~~~ '짱' 재밌어,...ㅋ",10
빽 투 더 퓨쳐,정말 시공을 초월할 수 있는 타임머신이 있으면 얼마나 좋을까?,10
빽 투 더 퓨쳐,이건뭐랄까 ㅋㅋ재미그런걸떠나서 영화가편하다 느낌이너무좋다랄까? 기라해야되나>,10
빽 투 더 퓨쳐,오래된영화지만 언제나 봐도 재밌다...,10
빽 투 더 퓨쳐,아 정말 만점을 줄 수밖에 없는 영화 재밌다,10
빽 투 더 퓨쳐,시간여행영화중 역대최고 살아있는 레젼드  앞으로도 이이상의 시간여행영화는無.,10
빽 투 더 퓨쳐,옛날 극장에서 봤을때의 그 감동과 재미란... 이영화 극장에서 볼수있었던건 축복,10
빽 투 더 퓨쳐,와 나 초딩인데 이거 옛날영화인데도 재밌네요 ost경쾌하고배우굿,10
빽 투 더 퓨쳐,내가 제일 좋아하는 영화!! 보면서 완전 반했다!,10
빽 투 더 퓨쳐,위대한 상상이 유쾌한 오락영화를 만든다,10
빽 투 더 퓨쳐,학생시절 처음 극장이란 곳을 가 보고 푹 빠져 버린...,9
빽 투 더 퓨쳐,과거로 가서 모든 것을 바꿔 보자~,10
빽 투 더 퓨쳐,말 이 필 요 없 다 !,10
빽 투 더 퓨쳐,최고죠뭐 ^^,10
빽 투 더 퓨쳐,엄마와의 로맨스땜에 개봉늦은거죠 85년작이고 80년대 최고의 작품입니다,10
빽 투 더 퓨쳐,"최고다마지막에기차를타고 올줄은,",10
빽 투 더 퓨쳐,이거 4 안나오나?? 4나오면 다른 시리즈 처럼 20번씩 봐주지 ㅋㅋ,10
빽 투 더 퓨쳐,내 어린시절 구니스와 함께 최고의 영화. 스필버그는 우상이었지,10
빽 투 더 퓨쳐,내가 찾고있던 영화다!! 정말 최고다 보는 내내 숨죽여봤던 영화 굿!,10
빽 투 더 퓨쳐,유쾌한 시간여행. 즐겁다^^,9
빽 투 더 퓨쳐,이유없음 그냥재밌는거임,10
빽 투 더 퓨쳐,백 투더 퓨처3를 쫌만 더 보면 끝인데 다른 사람 말로는 3끝이 가장 잼있다고....^^,10
빽 투 더 퓨쳐,정말로 재밌게 본 영화 ㅋ 한 30번은 돌려봤을듯,10
빽 투 더 퓨쳐,언제봐도 재미있는 영화이다~!,10
빽 투 더 퓨쳐,신나고 재미있다. 이 영화를 보며 나는 헐리우드 키드가 되는 꿈을 꾸었다.,10
빽 투 더 퓨쳐,내인생의영화,10
빽 투 더 퓨쳐,짱 이에요 ~!,10
빽 투 더 퓨쳐,한마디로 쩐다 ㅋㅋ,10
빽 투 더 퓨쳐,내 인생 최고의 영화중 하나,10
빽 투 더 퓨쳐,10점이 아니라 100점을 줘도 손색 없을 불후의 명작,10
빽 투 더 퓨쳐,보는내내 소름돋는영화..... 이 전율을 어찌 말로표현할수있을까,10
빽 투 더 퓨쳐,아 구명조끼 제일 웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,ocn에서 하는 거봤는데 ㅋㅋ너무 재밌어서 찾아보니까 80년대 영화였네 헐ㅋㅋ,10
빽 투 더 퓨쳐,말이 필요한가??????   80년대 영화치고 너무 잘 만들었음....  기발한 상상력도...,10
빽 투 더 퓨쳐,말이 필요없는 최고의 영화 짜임새도 발상도 기발하다,10
빽 투 더 퓨쳐,재밌네요 ㅋㅋ최고인듯,10
빽 투 더 퓨쳐,다시 봐도 재밌는 영화!!!!,10
빽 투 더 퓨쳐,"현재 봐도 너무 잼있는 영화 최고의 명작 몰입도,시나리오,연출,배우,후속작 등 최고",10
빽 투 더 퓨쳐,최고의 영화...,10
빽 투 더 퓨쳐,"요즘 80년대영화 다시 보고있는데 다시 봐도 대박,,",10
빽 투 더 퓨쳐,시대를 뛰어넘는 최고의 영화 멋져브러,10
빽 투 더 퓨쳐,50번 이상 다시본 영화~ 쵝오~~!!! 굿,10
빽 투 더 퓨쳐,내생애 가장 위대한 영화 내생애 가장 최고의 영화 존경합니다,10
빽 투 더 퓨쳐,진짜 재미있음,10
빽 투 더 퓨쳐,이런영화가 내나이 1살때 만들어지다니........대단,10
빽 투 더 퓨쳐,명작이다!! 5번을 봐도 질리지가 않는다 ㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,볼때마다 재미있는영화,10
빽 투 더 퓨쳐,네티즌평점을 신뢰 할 수 있는 영화 (뛰어난 스토리구성+기발한 아이디어+교훈까지),10
빽 투 더 퓨쳐,그래픽은 그랬지만 그것을 극복시킬수 있는 스토리.짱!,10
빽 투 더 퓨쳐,스필버그 이름을 알게한 정말 대단한 영화 당시 CG이라는것 믿을수엄당,10
빽 투 더 퓨쳐,아직도생생하게...,9
빽 투 더 퓨쳐,이런 영화가 진짜 10점짜리지... 불후의 명작!!  처음 이영화 보고 먹었던 감동이란..,10
빽 투 더 퓨쳐,헐리우드SF 중 가장 유쾌하면서 신난다! OST도 일품,10
빽 투 더 퓨쳐,일단 명작,10
빽 투 더 퓨쳐,생애 최고의 영화,10
빽 투 더 퓨쳐,노래신난다 ㅋㅋ 대박 재미있어요 생에 최고의영화중 하나,10
빽 투 더 퓨쳐,보고 또 보고 ㅎㅎ 말이 필요없음,10
빽 투 더 퓨쳐,정말 그당시엔 파격적이었는데...,8
빽 투 더 퓨쳐,인생에서 5 손가락 안에 꼽는 영화... 시리즈물 한꺼번에 봐도 시간 가는줄 모른다.,10
빽 투 더 퓨쳐,재밌다 정말 ㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,87년에 개봉한것 치고는 상당한 명작 이였음 ㅎㅎ,10
빽 투 더 퓨쳐,언제봐도 유쾌한 수작,10
빽 투 더 퓨쳐,완벽한 영화!!,10
빽 투 더 퓨쳐,모든것이완벽한영화이자...봐도봐도..질리지않는인생에좋은기억에남는영화이이다,10
빽 투 더 퓨쳐,이건 뭐 말이필요없는 영화아닌가?ㅎㅎ ost도 신남~!!,10
빽 투 더 퓨쳐,1편을 보면 2편이 기대되고 3편이 기대되는 영화다,10
빽 투 더 퓨쳐,재밌다 4도 나와라,10
빽 투 더 퓨쳐,긋,10
빽 투 더 퓨쳐,최고의 시나리오 최고의 배우,10
빽 투 더 퓨쳐,최고여,10
빽 투 더 퓨쳐,주기마다 한번씩 봐줘야된다,10
빽 투 더 퓨쳐,동심으로 되돌아가는 영화,8
빽 투 더 퓨쳐,정말 신나게 본영화! ost도 매우좋다,10
빽 투 더 퓨쳐,20년전에 만들었다는게 믿기지가않는다 요즘SF영화보다 최소100배는재밌다.진심으로,10
빽 투 더 퓨쳐,난이거 클릭스넣고 진짜20번도넘게봤다,10
빽 투 더 퓨쳐,말이 필요없지요 ^^ 원투쓰리 전부 별 10개 팍팍~!!!!!,10
빽 투 더 퓨쳐,내 나이 22. 이제서야 이런 최고의 영화를 보게되다니!! 내 인생 최고의 영화,10
빽 투 더 퓨쳐,dvd빌려봤는데 정말 킹왕짱 재밌어요!!마지막에 정말 웃긴??,10
빽 투 더 퓨쳐,진짜 내생에 기억에 남을만한 영화...리톰슨 포레버~!,10
빽 투 더 퓨쳐,정말 놀라운 상상력! 지금봐도 재밌다,9
빽 투 더 퓨쳐,굿.,10
빽 투 더 퓨쳐,정말 1987년도애ㅔ 저런 아이디어를 !! 재밋어요,10
빽 투 더 퓨쳐,초딩때 극장에서 봤는데 벌써 21년이 넘었구나; 지대로 80년대다.,10
빽 투 더 퓨쳐,옛날영화 치고는 너무 재밌다~!!,9
빽 투 더 퓨쳐,이 영화가 20년이 넘은 영화군요. 어렷을 적에 많은 상상력을 갖게 해준 고마운 영화,10
빽 투 더 퓨쳐,최고의 상상력!,10
빽 투 더 퓨쳐,지금도 다른영화에 뒤쳐지지않을 영화,10
빽 투 더 퓨쳐,최고라는 말이 아깝지 않다. 20년의 세월을 뛰어넘는 최고의 영화!,10
빽 투 더 퓨쳐,본 영화중 최고~!,10
빽 투 더 퓨쳐,아이디어 good,10
빽 투 더 퓨쳐,내가 봤던 영화중 최고의 영화!!,10
빽 투 더 퓨쳐,20년 전 영화 치고는 아이디어도 좋고 완벽했다,10
빽 투 더 퓨쳐,기립박수 쳐 줘야 할 영화,10
빽 투 더 퓨쳐,10번봐도 안질려요,10
빽 투 더 퓨쳐,"그래픽은 좀 구실하지만 아이디어, 스토리는 흡잡을때 없습니다!",10
빽 투 더 퓨쳐,이거보고 다른영화는 모두 졸작으로 보엿다,10
빽 투 더 퓨쳐,제이폭스가 지금 나이에 다시 찍어줘도 정말 땡큐. 4 나와라,10
빽 투 더 퓨쳐,"시리즈중 최고지만...2편,3편도 후회없을만큼 재밌다!",10
빽 투 더 퓨쳐,기발해!,10
빽 투 더 퓨쳐,시간여행을 하면할수록 일은 엉키고 고생은더하고!,10
빽 투 더 퓨쳐,진짜 재밌음,10
빽 투 더 퓨쳐,영화다운 영화는 정서적 포만감을 준다. 강추!!!,10
빽 투 더 퓨쳐,정말 말이 필요 없는 영화,10
빽 투 더 퓨쳐,대박,10
빽 투 더 퓨쳐,말이 필요없음 Good~,10
빽 투 더 퓨쳐,1980년대 치고 명작이에요 ~~~~~~~~~~~~~~,10
빽 투 더 퓨쳐,왜 이렇게 80년대 영화에 1점주는 초딩들이 많을까?? 이 영화는 최고다!!,10
빽 투 더 퓨쳐,와 최고다 ㅋㅋㅋㅋㅋ난 왜 이제야본거지..........말이필요없다.,10
빽 투 더 퓨쳐,"백투더퓨처1,2,3을생각하면 명작!주인공도 넘 이쁨ㅜㅜ",9
빽 투 더 퓨쳐,당시 이영화 못본애들은 간첩취급 당했죠 ㅎㅎㅎ 명작입니다.^^,9
빽 투 더 퓨쳐,결말이 좀.. 아무리 더 좋은쪽이라고 해도 미래가 그렇게 바뀌어 버리면 마냥 좋을까?,8
빽 투 더 퓨쳐,이제야보다니 ㅋㅋㅋㅋㅋㅋ,10
빽 투 더 퓨쳐,쵝오~~~~최고의 영화,10
빽 투 더 퓨쳐,마티가 신었던 나이키슈즈 다시 나올것 같네요 15년만에,10
빽 투 더 퓨쳐,진짜 어릴때 봤던 엄청난 영화 ㅠㅠ,10
빽 투 더 퓨쳐,어릴때 봤지만.. 아직까지도 그 감동은 남아있다..,10
빽 투 더 퓨쳐,모든장르 영화 통틀어서 열손가락안에서도 상위권을 차지할 명작,10
빽 투 더 퓨쳐,진짜 보고 또 봐도 재밌다 내가 젤 좋아하는 영화! 최고다!,10
빽 투 더 퓨쳐,시간여행을 다룬 작품중에서는 이게 최고!,10
빽 투 더 퓨쳐,기상천외한 시간 여행,8
빽 투 더 퓨쳐,어릴때 재밌게 봤던 모험 ^_^,10
빽 투 더 퓨쳐,역시 100번을 넘게 봤지만 또 봐도 역시,10
빽 투 더 퓨쳐,"오래된 영화이긴 하지만, 오늘날 봐도 변치 않는 재미는 여전하다.",9
빽 투 더 퓨쳐,어렸을때 보던 그 감동을 어찌 말로..,10
빽 투 더 퓨쳐,시간여행.. 아이디어 하나 좋군 ㅋㅋ,10
빽 투 더 퓨쳐,20년전 개봉한 영화 이지만.. 현재의 영화에 뒤쳐지지 않는다...,10
빽 투 더 퓨쳐,다시 보면 볼수록 그 재미가 더해지는 영화~,10
빽 투 더 퓨쳐,역대 최고의 SF 영화!!,10
빽 투 더 퓨쳐,내가 태어난해에 만들어진 영화임에도 불구하고 최고!!,10
빽 투 더 퓨쳐,재미도 있고 감동도 있고,10
빽 투 더 퓨쳐,흥미로와요~,8
빽 투 더 퓨쳐,최고라고 말할수밖에없는영화,10
빽 투 더 퓨쳐,말이필요없다 10!!!,10
빽 투 더 퓨쳐,진짜 요즘영화보다도 튼실하네..대단하다는 생각이 드는구만..굿,10
빽 투 더 퓨쳐,언제나 봐도 질리지 않고 재밌는 영화,10
빽 투 더 퓨쳐,최고임 상상력 굿,10
빽 투 더 퓨쳐,20년전 이미 10점 영화가 있었단 말이다.,10
빽 투 더 퓨쳐,"머리를 휘어잡는 상상력, 끊임없는 위트, 잘 짜여진 각본에 연출력까지",9
빽 투 더 퓨쳐,말이필요없어,10
빽 투 더 퓨쳐,짱임!!!!!!!!,10
빽 투 더 퓨쳐,지금 봐도 재미있는 영화,10
빽 투 더 퓨쳐,재밋다....ㅋㅋ,10
빽 투 더 퓨쳐,역시 나의 best movie!!,10
빽 투 더 퓨쳐,23년이 지난 지금봐도 SF영화로서 명작이다!!!시대를 앞서간 영화,10
빽 투 더 퓨쳐,재밌음,9
빽 투 더 퓨쳐,쵝오임,10
빽 투 더 퓨쳐,말이 필요없는 최고의 청춘 영화,10
빽 투 더 퓨쳐,그야말로..역대최강의시리즈영화다,10
빽 투 더 퓨쳐,3박 4일동안 7번을 본 바로 그 영화 ... 최고에요!!,10
빽 투 더 퓨쳐,엄청 진짜 재밌당 짱~~~~~ 킹왕짱,10
빽 투 더 퓨쳐,"진짜 완전 재미있음~!! 언제 봐도 재미있는것 같음,, ㅎ",10
빽 투 더 퓨쳐,이제까지 본 영화중에 최고였다.,10
빽 투 더 퓨쳐,이건 뭐..대체 요즘 영화보다도 더잘만든것이야...진짜 괴물같은감독,10
빽 투 더 퓨쳐,스티븐스필버그가 만든 최고의 명작,10
빽 투 더 퓨쳐,지금 봐도 정말 재밌는 영화 강추~,10
빽 투 더 퓨쳐,1편 이 최고다 상상력 짱,10
빽 투 더 퓨쳐,진짜 만든 사람 천재다/,10
빽 투 더 퓨쳐,안본사람없을정도로 잼있다 굿나도타임머신만든다,10
빽 투 더 퓨쳐,요즘 영화보다 잼잇다??,10
빽 투 더 퓨쳐,"1,2,3편 모두 명작 ^ ^ . 한장면한장면 허술히보지말것ㅎ",10
빽 투 더 퓨쳐,천재적 SF 코미디,9
빽 투 더 퓨쳐,완전멋짐,10
빽 투 더 퓨쳐,굿,10
빽 투 더 퓨쳐,나온지 20년이나 됐지만 지금봐도 최고다,10
빽 투 더 퓨쳐,백투더퓨쳐 시리즈는 과감히 만점주고 싶습니다 너무너무 짜임세있게 잘만들었네요,10
빽 투 더 퓨쳐,"구성이 탄탄한 영화,,내생에 sf영화중에선 최고",10
